epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,413.377,0.31629,0.20803,0.80859,0.6603,0.5804,0.64029,0.46687,1.0439,0.77688,1.42054,2.37214e-05,2.37214e-05,2.37214e-05
1,2.77243,0.43923,0.30694,0.90309,0.79708,0.65018,0.70789,0.49878,1.04021,0.73964,1.36757,0.00017148,0.00017148,0.00017148
2,5.4401,0.46284,0.31791,0.90047,0.90013,0.63637,0.74014,0.5129,1.05094,0.7287,1.36692,0.000354892,0.000354892,0.000354892
3,8.12345,0.48197,0.32119,0.89477,0.8458,0.63466,0.69482,0.48419,1.13617,0.82345,1.42981,0.000535852,0.000535852,0.000535852
4,10.6073,0.47326,0.33872,0.90321,0.92618,0.61476,0.69667,0.47113,1.15081,0.84023,1.41186,0.00071436,0.00071436,0.00071436
5,13.1262,0.50114,0.35634,0.90872,0.75493,0.63346,0.66026,0.46129,1.08358,0.83121,1.39009,0.000890416,0.000890416,0.000890416
6,15.5821,0.51022,0.35697,0.9153,0.85108,0.61208,0.68503,0.47203,1.08167,0.87622,1.38356,0.00106402,0.00106402,0.00106402
7,18.0192,0.53679,0.37181,0.91381,0.67993,0.63401,0.67235,0.44452,1.1716,0.87533,1.41538,0.00123517,0.00123517,0.00123517
8,20.4576,0.57633,0.41249,0.94964,0.72546,0.65582,0.74649,0.48035,1.11033,0.82035,1.37315,0.00136298,0.00136298,0.00136298
9,22.927,0.55479,0.39355,0.93435,0.71954,0.62054,0.69372,0.43972,1.16318,0.87591,1.46951,0.00135355,0.00135355,0.00135355
10,25.3424,0.58603,0.40327,0.93264,0.86131,0.65762,0.68743,0.42753,1.18121,0.80742,1.43425,0.00134412,0.00134412,0.00134412
11,27.7562,0.5757,0.41484,0.93869,0.65019,0.70296,0.65285,0.41859,1.15399,0.89879,1.40974,0.00133469,0.00133469,0.00133469
12,30.2754,0.56795,0.40211,0.94654,0.66464,0.69735,0.65875,0.42922,1.16911,0.88153,1.43614,0.00132525,0.00132525,0.00132525
13,32.6736,0.58012,0.41214,0.94573,0.70785,0.68334,0.64738,0.42,1.17009,0.92103,1.4581,0.00131582,0.00131582,0.00131582
14,35.1146,0.58319,0.42066,0.96289,0.62497,0.62794,0.62675,0.4163,1.14794,0.8884,1.39674,0.00130639,0.00130639,0.00130639
15,37.5166,0.63219,0.45273,0.96121,0.70985,0.77179,0.6525,0.42594,1.13612,1.09054,1.44133,0.00129696,0.00129696,0.00129696
16,39.9536,0.61225,0.42094,0.94986,0.70716,0.71053,0.71155,0.43324,1.17733,0.91448,1.4623,0.00128753,0.00128753,0.00128753
17,42.3726,0.61149,0.45226,0.96766,0.73703,0.65772,0.73524,0.44533,1.1693,0.87204,1.48551,0.0012781,0.0012781,0.0012781
18,44.8877,0.59961,0.41562,0.96618,0.79164,0.69577,0.69965,0.44424,1.15585,0.82332,1.47445,0.00126867,0.00126867,0.00126867
19,47.3019,0.5745,0.41989,0.96411,0.74796,0.70791,0.69985,0.43409,1.18971,0.84562,1.48819,0.00125923,0.00125923,0.00125923
20,49.7468,0.56314,0.39938,0.93934,0.67301,0.75821,0.69155,0.43148,1.19177,0.77722,1.47729,0.0012498,0.0012498,0.0012498
21,52.1693,0.58641,0.41248,0.93945,0.68001,0.70931,0.65033,0.40995,1.22764,0.85235,1.56439,0.00124037,0.00124037,0.00124037
22,54.5905,0.58875,0.41822,0.9566,0.64331,0.67454,0.62172,0.40002,1.20458,0.88056,1.50034,0.00123094,0.00123094,0.00123094
23,57.0048,0.55168,0.39892,0.93239,0.60938,0.73,0.66865,0.43369,1.18943,0.84299,1.47208,0.00122151,0.00122151,0.00122151
24,59.4556,0.57795,0.41588,0.94991,0.76591,0.646,0.6893,0.45636,1.18411,0.82319,1.43154,0.00121208,0.00121208,0.00121208
25,61.9268,0.57079,0.40087,0.92827,0.72957,0.63174,0.68433,0.45059,1.15551,0.78937,1.4302,0.00120265,0.00120265,0.00120265
26,64.3648,0.55777,0.40018,0.94685,0.68875,0.63902,0.64884,0.407,1.20114,0.87345,1.43378,0.00119322,0.00119322,0.00119322
27,66.8091,0.57686,0.39839,0.94059,0.66021,0.69378,0.64701,0.41097,1.19871,0.92338,1.46232,0.00118378,0.00118378,0.00118378
28,69.265,0.54214,0.3854,0.93329,0.73833,0.66013,0.73204,0.47871,1.12295,0.83238,1.389,0.00117435,0.00117435,0.00117435
29,71.6998,0.57061,0.38435,0.92301,0.85405,0.62965,0.72505,0.47603,1.15269,0.84259,1.41454,0.00116492,0.00116492,0.00116492
30,74.2259,0.54475,0.38122,0.92872,0.71588,0.73599,0.73264,0.48929,1.17308,0.79823,1.45357,0.00115549,0.00115549,0.00115549
31,76.6355,0.55215,0.39191,0.93791,0.72557,0.69001,0.6824,0.44229,1.19211,0.76502,1.50394,0.00114606,0.00114606,0.00114606
32,79.1056,0.55942,0.39218,0.95264,0.63403,0.66825,0.71344,0.45258,1.23082,0.76036,1.55425,0.00113663,0.00113663,0.00113663
33,81.5071,0.53473,0.37972,0.91349,0.61357,0.72838,0.75014,0.49388,1.19787,0.77365,1.51087,0.0011272,0.0011272,0.0011272
34,83.9329,0.56541,0.38707,0.92368,0.74746,0.57571,0.6833,0.44201,1.1307,0.77554,1.39954,0.00111776,0.00111776,0.00111776
35,86.3493,0.54384,0.38186,0.93081,0.68194,0.59723,0.66552,0.44412,1.13998,0.84625,1.38392,0.00110833,0.00110833,0.00110833
36,88.7729,0.52124,0.37251,0.91695,0.61187,0.59111,0.60463,0.39674,1.15753,0.94193,1.42006,0.0010989,0.0010989,0.0010989
37,91.277,0.52962,0.37121,0.93572,0.87902,0.51615,0.56891,0.36186,1.17952,0.92357,1.43656,0.00108947,0.00108947,0.00108947
38,93.6801,0.54599,0.39263,0.93156,0.65782,0.56895,0.60313,0.39479,1.15224,0.86284,1.41869,0.00108004,0.00108004,0.00108004
39,96.1154,0.51969,0.37436,0.91862,0.70034,0.61332,0.6309,0.4133,1.11079,0.77551,1.32516,0.00107061,0.00107061,0.00107061
40,98.5732,0.51928,0.35804,0.91942,0.92351,0.52679,0.63928,0.42862,1.10408,0.75857,1.36439,0.00106118,0.00106118,0.00106118
41,100.993,0.52501,0.37475,0.92084,0.82997,0.60958,0.65879,0.43435,1.15277,0.80999,1.3694,0.00105174,0.00105174,0.00105174
42,103.506,0.50813,0.35491,0.91224,0.70585,0.70882,0.72863,0.47367,1.11514,0.81261,1.32116,0.00104231,0.00104231,0.00104231
43,105.924,0.50873,0.36744,0.91082,0.64422,0.59599,0.65568,0.42163,1.12347,0.80813,1.38366,0.00103288,0.00103288,0.00103288
44,108.363,0.54343,0.41393,0.94464,0.71454,0.5885,0.64039,0.42511,1.04751,0.75636,1.37163,0.00102345,0.00102345,0.00102345
45,110.77,0.54102,0.38336,0.92532,0.70632,0.58393,0.61307,0.41465,1.07053,0.78458,1.41519,0.00101402,0.00101402,0.00101402
46,113.204,0.53684,0.38663,0.93803,0.69731,0.63956,0.63023,0.41988,1.10451,0.82815,1.4261,0.00100459,0.00100459,0.00100459
47,115.622,0.53473,0.38505,0.93194,0.6594,0.71459,0.70272,0.47027,1.09367,0.79044,1.39306,0.000995156,0.000995156,0.000995156
48,118.089,0.51852,0.36408,0.915,0.56778,0.67841,0.6819,0.44623,1.12124,0.83117,1.35145,0.000985724,0.000985724,0.000985724
49,120.669,0.53615,0.37276,0.93156,0.73114,0.58454,0.65265,0.43754,1.15405,0.80162,1.41224,0.000976293,0.000976293,0.000976293
50,123.115,0.51777,0.36454,0.92636,0.66754,0.54875,0.63138,0.41573,1.1588,0.8369,1.40834,0.000966861,0.000966861,0.000966861
51,125.596,0.5113,0.35964,0.91102,0.62537,0.57341,0.60873,0.39675,1.13338,0.86386,1.39279,0.00095743,0.00095743,0.00095743
52,128.132,0.51253,0.36089,0.90665,0.62791,0.55732,0.5704,0.37956,1.1401,0.86166,1.46737,0.000947999,0.000947999,0.000947999
53,130.655,0.49432,0.34913,0.92104,0.65061,0.57894,0.58603,0.37506,1.14066,0.8437,1.42584,0.000938567,0.000938567,0.000938567
54,133.284,0.50197,0.35809,0.90557,0.61159,0.65552,0.59884,0.38876,1.1322,0.80552,1.427,0.000929136,0.000929136,0.000929136
55,135.78,0.49376,0.34942,0.91849,0.72367,0.6228,0.62229,0.41329,1.12729,0.82685,1.43832,0.000919704,0.000919704,0.000919704
56,138.306,0.48526,0.34832,0.90697,0.69005,0.63992,0.61436,0.4285,1.08879,0.80899,1.40391,0.000910273,0.000910273,0.000910273
57,140.822,0.47547,0.34367,0.90489,0.77682,0.63235,0.66328,0.44808,1.12581,0.76611,1.43527,0.000900842,0.000900842,0.000900842
58,143.338,0.48954,0.35328,0.91175,0.78545,0.57862,0.63297,0.41099,1.16243,0.82858,1.46501,0.00089141,0.00089141,0.00089141
59,145.868,0.48455,0.35309,0.90697,0.64868,0.54831,0.59021,0.39094,1.15568,0.8538,1.4948,0.000881979,0.000881979,0.000881979
60,148.397,0.4678,0.3346,0.89966,0.6265,0.53698,0.56347,0.36254,1.17092,0.95176,1.5105,0.000872547,0.000872547,0.000872547
61,151.042,0.48228,0.34909,0.90758,0.65472,0.54261,0.56846,0.36599,1.16054,0.93973,1.51072,0.000863116,0.000863116,0.000863116
62,153.579,0.49222,0.34427,0.90206,0.67747,0.5474,0.58344,0.39039,1.08466,0.88346,1.41493,0.000853685,0.000853685,0.000853685
63,156.134,0.47536,0.33172,0.89291,0.70968,0.55351,0.61618,0.42216,1.09483,0.85105,1.39423,0.000844253,0.000844253,0.000844253
64,158.719,0.47275,0.33992,0.90316,0.61112,0.65611,0.66141,0.44293,1.14145,0.80849,1.42743,0.000834822,0.000834822,0.000834822
65,161.278,0.45208,0.31899,0.89041,0.68398,0.57324,0.63861,0.41734,1.12529,0.83535,1.41751,0.00082539,0.00082539,0.00082539
66,163.826,0.47584,0.33237,0.8982,0.63469,0.70989,0.66814,0.4364,1.12256,0.83025,1.43215,0.000815959,0.000815959,0.000815959
67,166.453,0.48887,0.34555,0.89137,0.6414,0.7145,0.65966,0.4285,1.11259,0.82018,1.39469,0.000806528,0.000806528,0.000806528
68,169.044,0.44724,0.31981,0.88807,0.66846,0.6632,0.6225,0.41186,1.05855,0.80737,1.32581,0.000797096,0.000797096,0.000797096
69,171.57,0.47527,0.33109,0.89147,0.6973,0.65146,0.6333,0.42056,1.09323,0.77089,1.3581,0.000787665,0.000787665,0.000787665
70,174.093,0.44941,0.31354,0.88525,0.71696,0.57095,0.63568,0.42067,1.10023,0.78802,1.37633,0.000778233,0.000778233,0.000778233
71,176.649,0.4487,0.32532,0.8887,0.67767,0.58436,0.62332,0.41963,1.10568,0.75615,1.40616,0.000768802,0.000768802,0.000768802
72,179.233,0.45145,0.31972,0.89868,0.66359,0.58927,0.61588,0.40293,1.1763,0.85676,1.46167,0.000759371,0.000759371,0.000759371
73,181.814,0.44233,0.30819,0.8762,0.74894,0.5506,0.59924,0.38356,1.20046,0.87692,1.46674,0.000749939,0.000749939,0.000749939
74,184.306,0.44203,0.3096,0.877,0.70086,0.5639,0.62174,0.41541,1.17501,0.87919,1.43947,0.000740508,0.000740508,0.000740508
75,186.809,0.43459,0.30909,0.89088,0.60685,0.65137,0.61239,0.41843,1.14699,0.82858,1.43009,0.000731076,0.000731076,0.000731076
76,189.332,0.44653,0.31402,0.87969,0.68963,0.5596,0.5999,0.40553,1.16854,0.83894,1.44594,0.000721645,0.000721645,0.000721645
77,191.814,0.44823,0.31662,0.88662,0.74611,0.55767,0.61587,0.41174,1.17904,0.78271,1.47858,0.000712214,0.000712214,0.000712214
78,194.31,0.4454,0.30876,0.89384,0.70093,0.59194,0.61678,0.40629,1.18664,0.76016,1.50626,0.000702782,0.000702782,0.000702782
79,196.763,0.44542,0.31779,0.89174,0.66436,0.58797,0.61028,0.39906,1.17107,0.77245,1.49449,0.000693351,0.000693351,0.000693351
80,199.409,0.43606,0.30412,0.87491,0.75133,0.54903,0.61964,0.41409,1.16899,0.81268,1.4552,0.000683919,0.000683919,0.000683919
81,201.882,0.4174,0.31248,0.88231,0.62198,0.66017,0.63412,0.42228,1.14889,0.78534,1.44389,0.000674488,0.000674488,0.000674488
82,204.421,0.44666,0.31097,0.89422,0.70185,0.67909,0.63419,0.4188,1.1638,0.79635,1.4493,0.000665057,0.000665057,0.000665057
83,206.974,0.41618,0.29657,0.8917,0.69791,0.67824,0.63952,0.42559,1.15739,0.7803,1.46184,0.000655625,0.000655625,0.000655625
84,209.572,0.42808,0.30339,0.89835,0.65844,0.68211,0.64901,0.43257,1.11228,0.80197,1.41904,0.000646194,0.000646194,0.000646194
85,212.141,0.43341,0.30107,0.87457,0.64674,0.61599,0.6248,0.41885,1.11281,0.80205,1.41714,0.000636762,0.000636762,0.000636762
86,214.693,0.40676,0.28944,0.86081,0.65857,0.60198,0.60535,0.40858,1.1298,0.7565,1.44979,0.000627331,0.000627331,0.000627331
87,217.354,0.41402,0.29322,0.87815,0.66901,0.60939,0.60381,0.41298,1.10339,0.74711,1.42618,0.0006179,0.0006179,0.0006179
88,219.952,0.40716,0.28438,0.86997,0.68736,0.64826,0.63277,0.42547,1.13651,0.7316,1.45398,0.000608468,0.000608468,0.000608468
89,222.497,0.41824,0.30216,0.87974,0.7269,0.64391,0.63493,0.43245,1.11975,0.71767,1.45088,0.000599037,0.000599037,0.000599037
90,225.065,0.41823,0.29046,0.88261,0.71604,0.63225,0.64138,0.43273,1.12424,0.77376,1.4513,0.000589605,0.000589605,0.000589605
91,227.612,0.41461,0.2953,0.87652,0.72352,0.63592,0.63831,0.42719,1.13455,0.80207,1.48905,0.000580174,0.000580174,0.000580174
92,230.206,0.40556,0.2891,0.87335,0.73455,0.64732,0.65218,0.43457,1.09794,0.77229,1.42587,0.000570743,0.000570743,0.000570743
93,232.86,0.42491,0.29606,0.88241,0.73995,0.63214,0.6374,0.43617,1.09393,0.76932,1.42853,0.000561311,0.000561311,0.000561311
94,235.423,0.40529,0.30101,0.8926,0.70761,0.65545,0.64634,0.44265,1.07034,0.7634,1.41471,0.00055188,0.00055188,0.00055188
95,237.974,0.42247,0.30031,0.88959,0.70124,0.66501,0.64641,0.44473,1.05595,0.77141,1.39614,0.000542448,0.000542448,0.000542448
96,240.558,0.4221,0.30058,0.88221,0.69896,0.64922,0.6458,0.4571,1.02563,0.71562,1.36095,0.000533017,0.000533017,0.000533017
97,243.136,0.39224,0.27977,0.87023,0.70109,0.64386,0.64799,0.45378,1.04324,0.74988,1.34589,0.000523586,0.000523586,0.000523586
98,245.678,0.39237,0.28682,0.88084,0.74132,0.62817,0.65098,0.45392,1.05363,0.77211,1.33887,0.000514154,0.000514154,0.000514154
99,248.23,0.39775,0.28396,0.8768,0.73104,0.61041,0.64887,0.4427,1.06496,0.78464,1.3535,0.000504723,0.000504723,0.000504723
100,250.937,0.4115,0.29441,0.89216,0.7256,0.62586,0.65416,0.4563,1.10779,0.81029,1.40235,0.000495291,0.000495291,0.000495291
101,253.505,0.41068,0.28154,0.87279,0.72286,0.63595,0.6446,0.4486,1.10116,0.8256,1.39503,0.00048586,0.00048586,0.00048586
102,256.008,0.39309,0.29471,0.87123,0.72573,0.63333,0.63527,0.44593,1.03595,0.79412,1.34207,0.000476429,0.000476429,0.000476429
1,27.9507,1.44486,1.1132,1.29198,0.6411,0.69895,0.68611,0.40034,1.44213,0.76496,1.27242,0.000473672,0.000473672,0.000473672
2,54.7547,1.3783,0.79657,1.22671,0.72459,0.71599,0.73186,0.41815,1.47897,0.74902,1.31316,0.000943736,0.000943736,0.000943736
3,80.7639,1.39564,0.80813,1.22746,0.7009,0.74588,0.75576,0.44584,1.4498,0.70871,1.26587,0.00140751,0.00140751,0.00140751
4,106.584,1.41511,0.82211,1.23806,0.62706,0.72783,0.69752,0.39389,1.47304,0.75115,1.28645,0.00140071,0.00140071,0.00140071
5,132.406,1.39046,0.79491,1.22107,0.64105,0.75761,0.7469,0.43321,1.44863,0.70717,1.29008,0.00139127,0.00139127,0.00139127
6,158.129,1.37748,0.76983,1.22515,0.73225,0.68282,0.73252,0.44177,1.43274,0.77387,1.26091,0.00138184,0.00138184,0.00138184
7,183.876,1.36237,0.75434,1.21437,0.78095,0.78555,0.79327,0.473,1.40578,0.63985,1.24016,0.00137241,0.00137241,0.00137241
8,209.824,1.3464,0.73287,1.20798,0.7784,0.82745,0.81872,0.48401,1.38785,0.6254,1.23836,0.00136298,0.00136298,0.00136298
9,235.625,1.34532,0.71494,1.20287,0.78489,0.77329,0.78322,0.45513,1.41073,0.65436,1.26569,0.00135355,0.00135355,0.00135355
10,261.371,1.31764,0.7069,1.19359,0.83617,0.78937,0.82313,0.50749,1.39721,0.61297,1.2624,0.00134412,0.00134412,0.00134412
11,287.167,1.30624,0.69539,1.18632,0.77147,0.72386,0.75824,0.46953,1.37879,0.64813,1.24517,0.00133469,0.00133469,0.00133469
12,312.954,1.29892,0.67572,1.18759,0.78987,0.77885,0.78901,0.48261,1.36521,0.60777,1.23938,0.00132525,0.00132525,0.00132525
13,338.707,1.28299,0.65907,1.16895,0.76946,0.85592,0.82781,0.50413,1.36287,0.58044,1.23006,0.00131582,0.00131582,0.00131582
14,364.434,1.28821,0.66178,1.17757,0.86276,0.8124,0.84198,0.53475,1.3265,0.57559,1.20402,0.00130639,0.00130639,0.00130639
15,390.403,1.26776,0.64329,1.16722,0.7987,0.83706,0.81829,0.50814,1.35887,0.58948,1.22718,0.00129696,0.00129696,0.00129696
16,416.13,1.25499,0.63913,1.15314,0.82301,0.80479,0.83474,0.52424,1.33336,0.57208,1.1989,0.00128753,0.00128753,0.00128753
17,441.808,1.24314,0.61716,1.15338,0.83279,0.81653,0.83726,0.53211,1.33483,0.56596,1.21859,0.0012781,0.0012781,0.0012781
18,469.486,1.24596,0.61512,1.14288,0.82919,0.79026,0.8113,0.50762,1.33782,0.58387,1.21865,0.00126867,0.00126867,0.00126867
19,497.672,1.23704,0.60925,1.14379,0.84159,0.85416,0.85632,0.53296,1.35859,0.57043,1.21677,0.00125923,0.00125923,0.00125923
20,525.298,1.22075,0.5917,1.13196,0.83698,0.80625,0.84,0.52944,1.31749,0.55946,1.19785,0.0012498,0.0012498,0.0012498
21,551.126,1.21436,0.59626,1.13209,0.82579,0.86222,0.85514,0.52713,1.33388,0.54689,1.20466,0.00124037,0.00124037,0.00124037
22,576.928,1.20477,0.58825,1.13159,0.89067,0.82905,0.87076,0.53672,1.33462,0.53978,1.20337,0.00123094,0.00123094,0.00123094
23,602.737,1.20141,0.57001,1.12902,0.89534,0.78521,0.85345,0.53919,1.33732,0.54966,1.21295,0.00122151,0.00122151,0.00122151
24,628.611,1.20455,0.58753,1.12798,0.86739,0.85848,0.88157,0.56111,1.32335,0.53843,1.19815,0.00121208,0.00121208,0.00121208
25,654.534,1.19067,0.57216,1.10827,0.87226,0.81947,0.8469,0.53642,1.32562,0.54092,1.20206,0.00120265,0.00120265,0.00120265
26,680.256,1.17331,0.5641,1.11771,0.8072,0.84972,0.84252,0.52965,1.30746,0.53627,1.2079,0.00119322,0.00119322,0.00119322
27,705.986,1.16117,0.55344,1.10205,0.87847,0.83246,0.86943,0.5429,1.34758,0.55515,1.21419,0.00118378,0.00118378,0.00118378
28,731.731,1.16974,0.55535,1.1041,0.88455,0.8274,0.88302,0.56998,1.32482,0.53315,1.20924,0.00117435,0.00117435,0.00117435
29,757.684,1.15045,0.54478,1.09914,0.89435,0.84023,0.87402,0.56067,1.33506,0.52776,1.21605,0.00116492,0.00116492,0.00116492
30,783.371,1.15775,0.54201,1.10023,0.89589,0.8167,0.87213,0.54663,1.32476,0.5253,1.20689,0.00115549,0.00115549,0.00115549
31,809.135,1.13965,0.53758,1.09544,0.84917,0.85494,0.87128,0.56092,1.32871,0.52403,1.21131,0.00114606,0.00114606,0.00114606
32,834.952,1.13011,0.53027,1.08725,0.88177,0.81998,0.86161,0.56588,1.31004,0.51348,1.20385,0.00113663,0.00113663,0.00113663
33,860.632,1.12126,0.5241,1.08867,0.87202,0.8256,0.8576,0.54839,1.34317,0.53145,1.22186,0.0011272,0.0011272,0.0011272
34,886.351,1.12095,0.52622,1.08565,0.85119,0.84685,0.86255,0.56654,1.30789,0.52496,1.20334,0.00111776,0.00111776,0.00111776
35,912.084,1.10813,0.51292,1.08469,0.8741,0.81211,0.86712,0.56686,1.30755,0.52041,1.19438,0.00110833,0.00110833,0.00110833
36,938.002,1.1046,0.50995,1.08142,0.85934,0.85626,0.85748,0.54801,1.32217,0.54121,1.21643,0.0010989,0.0010989,0.0010989
37,963.252,1.10262,0.50695,1.07455,0.86847,0.86834,0.88113,0.56882,1.3239,0.51335,1.21068,0.00108947,0.00108947,0.00108947
38,988.385,1.09743,0.50345,1.07539,0.85216,0.7574,0.81879,0.5254,1.33456,0.55634,1.20671,0.00108004,0.00108004,0.00108004
39,1013.74,1.0998,0.4973,1.0703,0.84828,0.84336,0.86136,0.56103,1.31758,0.51565,1.2047,0.00107061,0.00107061,0.00107061
40,1038.83,1.07648,0.48952,1.06119,0.90152,0.80054,0.85847,0.56021,1.3256,0.51911,1.20177,0.00106118,0.00106118,0.00106118
41,1063.84,1.06449,0.487,1.05563,0.86785,0.85979,0.88667,0.57531,1.30973,0.5005,1.20772,0.00105174,0.00105174,0.00105174
42,1089.08,1.07048,0.49699,1.05997,0.88422,0.82102,0.86807,0.56897,1.31094,0.51295,1.20415,0.00104231,0.00104231,0.00104231
43,1114.08,1.063,0.47923,1.05639,0.89292,0.84283,0.87639,0.57372,1.3183,0.50423,1.20727,0.00103288,0.00103288,0.00103288
44,1139.14,1.06579,0.48057,1.06044,0.90121,0.83415,0.87493,0.57491,1.31283,0.51255,1.21173,0.00102345,0.00102345,0.00102345
45,1164.13,1.05211,0.47383,1.04795,0.90079,0.83601,0.88397,0.5746,1.32668,0.4995,1.21988,0.00101402,0.00101402,0.00101402
46,1189.22,1.04162,0.47216,1.04611,0.87474,0.8573,0.88615,0.56789,1.32799,0.49655,1.21176,0.00100459,0.00100459,0.00100459
47,1214.24,1.03011,0.46795,1.0401,0.89389,0.8573,0.90442,0.59492,1.29845,0.48869,1.19919,0.000995156,0.000995156,0.000995156
48,1239.79,1.04408,0.46962,1.0469,0.84805,0.88849,0.88967,0.57326,1.31388,0.48999,1.21254,0.000985724,0.000985724,0.000985724
49,1265.62,1.03381,0.47364,1.04293,0.88522,0.86866,0.88761,0.57244,1.3264,0.49759,1.21501,0.000976293,0.000976293,0.000976293
50,1291.28,1.02486,0.46613,1.03083,0.90892,0.86161,0.9036,0.59148,1.30958,0.49802,1.20691,0.000966861,0.000966861,0.000966861
51,1317,1.02941,0.47075,1.03809,0.92132,0.82111,0.88395,0.58579,1.3149,0.49613,1.20914,0.00095743,0.00095743,0.00095743
52,1342.8,1.00805,0.46008,1.02955,0.89287,0.84015,0.88557,0.59205,1.29703,0.49632,1.20301,0.000947999,0.000947999,0.000947999
53,1368.51,1.00176,0.46028,1.02559,0.89548,0.85483,0.88973,0.58674,1.31715,0.49855,1.2043,0.000938567,0.000938567,0.000938567
54,1394.2,1.00591,0.45609,1.02632,0.9167,0.83033,0.88333,0.58482,1.31407,0.48961,1.20385,0.000929136,0.000929136,0.000929136
55,1420.01,0.99574,0.45368,1.02049,0.8528,0.83168,0.86145,0.55902,1.31105,0.50359,1.20564,0.000919704,0.000919704,0.000919704
56,1445.67,0.99646,0.4544,1.02418,0.86391,0.84462,0.87098,0.57827,1.30662,0.49546,1.2007,0.000910273,0.000910273,0.000910273
57,1471.32,0.99995,0.45179,1.02142,0.85049,0.86409,0.88128,0.58529,1.31259,0.48564,1.20756,0.000900842,0.000900842,0.000900842
58,1498.9,0.9863,0.4456,1.01436,0.91169,0.86697,0.88709,0.58673,1.31883,0.48752,1.21534,0.00089141,0.00089141,0.00089141
59,1526.66,0.98478,0.44909,1.01973,0.89625,0.85305,0.88795,0.59193,1.31537,0.48913,1.20309,0.000881979,0.000881979,0.000881979
60,1554.36,0.96792,0.43905,1.00274,0.8977,0.85854,0.88968,0.58258,1.31893,0.49295,1.2129,0.000872547,0.000872547,0.000872547
61,1581.96,0.968,0.43627,1.00645,0.92726,0.86061,0.9041,0.59456,1.31665,0.48844,1.21702,0.000863116,0.000863116,0.000863116
62,1609.68,0.976,0.43888,1.00558,0.89871,0.88323,0.90907,0.60956,1.30968,0.47855,1.19921,0.000853685,0.000853685,0.000853685
63,1637.41,0.96272,0.43433,0.99977,0.91234,0.86375,0.89216,0.58908,1.32069,0.49506,1.21491,0.000844253,0.000844253,0.000844253
64,1665.24,0.95648,0.43155,0.99399,0.93614,0.87402,0.9112,0.60251,1.31657,0.48382,1.21491,0.000834822,0.000834822,0.000834822
65,1692.85,0.94372,0.4298,0.99616,0.90318,0.84939,0.88101,0.58219,1.30441,0.49242,1.20852,0.00082539,0.00082539,0.00082539
66,1720.57,0.93907,0.42394,0.99689,0.91367,0.83671,0.88279,0.5902,1.31456,0.49171,1.21822,0.000815959,0.000815959,0.000815959
67,1748.29,0.95184,0.42867,0.99052,0.9065,0.88954,0.90498,0.59383,1.32896,0.48655,1.21961,0.000806528,0.000806528,0.000806528
68,1775.71,0.93892,0.42222,0.99036,0.88921,0.87078,0.8975,0.60544,1.29748,0.48222,1.21138,0.000797096,0.000797096,0.000797096
69,1803.55,0.93799,0.41848,0.98571,0.8983,0.88377,0.89075,0.60158,1.3001,0.47606,1.21385,0.000787665,0.000787665,0.000787665
70,1831,0.93085,0.41688,0.98415,0.926,0.83706,0.89014,0.58525,1.32032,0.48219,1.22069,0.000778233,0.000778233,0.000778233
71,1858.72,0.9268,0.41451,0.98299,0.89496,0.86437,0.87809,0.58814,1.3105,0.48697,1.21539,0.000768802,0.000768802,0.000768802
72,1886.09,0.91803,0.40967,0.97787,0.91396,0.83784,0.88478,0.60404,1.30801,0.48182,1.21562,0.000759371,0.000759371,0.000759371
73,1913.62,0.90812,0.40351,0.97745,0.9063,0.87311,0.9025,0.60183,1.32223,0.48026,1.22445,0.000749939,0.000749939,0.000749939
74,1941.23,0.92164,0.41326,0.987,0.92338,0.8612,0.90245,0.59503,1.31511,0.48101,1.21954,0.000740508,0.000740508,0.000740508
75,1968.85,0.89494,0.40281,0.96828,0.91871,0.85589,0.89267,0.58944,1.32092,0.48562,1.21641,0.000731076,0.000731076,0.000731076
76,1996.65,0.90004,0.40117,0.96852,0.89553,0.90168,0.89915,0.59888,1.30912,0.47369,1.2195,0.000721645,0.000721645,0.000721645
77,2024.16,0.89172,0.39924,0.96864,0.91446,0.86655,0.8892,0.58798,1.31127,0.48013,1.21454,0.000712214,0.000712214,0.000712214
78,2051.6,0.88906,0.39486,0.97462,0.93579,0.8599,0.89722,0.59664,1.32073,0.48244,1.22257,0.000702782,0.000702782,0.000702782
79,2079.24,0.88832,0.40103,0.97477,0.92461,0.85609,0.88905,0.59384,1.31302,0.48284,1.22963,0.000693351,0.000693351,0.000693351
80,2106.13,0.88149,0.39709,0.96508,0.884,0.86488,0.88108,0.59562,1.33106,0.48412,1.2348,0.000683919,0.000683919,0.000683919
81,2133.75,0.88355,0.39316,0.97092,0.91168,0.84366,0.88231,0.59991,1.30816,0.48066,1.23128,0.000674488,0.000674488,0.000674488
82,2161.33,0.88711,0.39326,0.9685,0.92122,0.85196,0.88639,0.59177,1.31575,0.47948,1.22973,0.000665057,0.000665057,0.000665057
83,2187.35,0.87212,0.39263,0.9675,0.88937,0.86165,0.89029,0.60127,1.32345,0.48529,1.23308,0.000655625,0.000655625,0.000655625
